0.000000000000000000e+00,-0.000000000000000000e+00,1.316974069413080098e-26
-0.000000000000000000e+00,-0.000000000000000000e+00,4.790554580727053822e-27
0.000000000000000000e+00,0.000000000000000000e+00,3.696743861675476830e-27
-0.000000000000000000e+00,0.000000000000000000e+00,2.544108544429828211e-27
-0.000000000000000000e+00,0.000000000000000000e+00,1.768948890377145808e-27
-0.000000000000000000e+00,0.000000000000000000e+00,2.237536873568769213e-27
0.000000000000000000e+00,0.000000000000000000e+00,2.447473964682989231e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,1.848859925225877025e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,1.211062942456826414e-27
-0.000000000000000000e+00,0.000000000000000000e+00,8.676900983245740035e-28
0.000000000000000000e+00,0.000000000000000000e+00,5.235635869031776668e-28
0.000000000000000000e+00,0.000000000000000000e+00,5.981878509953294917e-28
-0.000000000000000000e+00,-0.000000000000000000e+00,9.556913838534774526e-28
-0.000000000000000000e+00,-0.000000000000000000e+00,9.836572344598437534e-28
0.000000000000000000e+00,0.000000000000000000e+00,8.494096957223064882e-28
0.000000000000000000e+00,0.000000000000000000e+00,9.916463359902698757e-28
0.000000000000000000e+00,0.000000000000000000e+00,1.795576951340464229e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,2.878989216286307425e-27
0.000000000000000000e+00,0.000000000000000000e+00,3.841021992506946935e-27
0.000000000000000000e+00,0.000000000000000000e+00,3.702691357972664384e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,3.350490068032473667e-27
0.000000000000000000e+00,0.000000000000000000e+00,2.945739248682249824e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,2.368541924869843035e-27
0.000000000000000000e+00,0.000000000000000000e+00,2.250120284525977664e-27
0.000000000000000000e+00,0.000000000000000000e+00,2.189629879875485034e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,1.797414001134440590e-27
0.000000000000000000e+00,0.000000000000000000e+00,1.164431647181322394e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,1.085046202135966908e-27
0.000000000000000000e+00,0.000000000000000000e+00,1.612970897701887832e-27
-0.000000000000000000e+00,-0.000000000000000000e+00,1.559382306340555663e-27
0.000000000000000000e+00,0.000000000000000000e+00,1.543621474132338397e-27
0.000000000000000000e+00,0.000000000000000000e+00,1.951211253950422816e-27
0.000000000000000000e+00,0.000000000000000000e+00,2.171439973197133504e-27
0.000000000000000000e+00,0.000000000000000000e+00,1.158796486449333036e-27
